item_name,ingredient_name,dosage_and_unit,pharmaceutical_form,packaging,packaging_qty,company,wholesale_price,sale_price,submitted_at
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,200 mq,Tablet,Flakon,50,"NİKOMED AVSTRİYA GMBH, Avstriya",43.57,52.28,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,40 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,25,"TAKEDA GMBH, Avstriya",38.25,45.9,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,40 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,5,"TAKEDA GMBH, Avstriya",17.82,21.38,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,40 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,25,"TAKEDA GMBH, Avstriya",77.39,92.2,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,40 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,5,"TAKEDA GMBH, Avstriya",36.5,43.8,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,40 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,25,"TAKEDA GMBH, Avstriya",164.04,189.45,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,50 mq/q,Krem,Tub 20 q,1,"NİKOMED AVSTRİYA GMBH, Avstriya",2.49,2.99,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,50 mq/q,Məlhəm,Tub 20 q,1,"NİKOMED AVSTRİYA GMBH, Avstriya",2.49,2.99,2016-11-29
AKTOVEGİN,DEPROTEINIZED HEMODERIVATIVE  OF CALF BLOOD,200 mq/q,Gel,Tub 20 q,1,"NİKOMED AVSTRİYA GMBH / SANOXEMİYA FARMAZEUTİKA AG, Avstriya",2.74,3.29,2016-11-29
AKTRAPİD,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Flakon 10 ml,1,"NOVO NORDİSK A/S, Danimarka",17.97,21.56,2016-11-29
AKTRAPİD,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Flakon 10 ml,1,"NOVO NORDİSK PRODAKŞN SAS, Fransa",17.97,21.56,2016-11-29
AKTRAPİD,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Flakon 10 ml,5,"NOVO NORDİSK A/S, Danimarka",90.58,107.1,2016-11-29
AKTRAPİD,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Flakon 10 ml,5,"NOVO NORDİSK PRODAKŞN SAS, Fransa",90.58,107.1,2016-11-29
AKTRAPİD PENFİLL,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,5,"NOVO NORDİSK A/S, Danimarka",38.94,46.73,2016-11-29
AKTRAPİD PENFİLL,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,5,"NOVO NORDİSK PRODAKŞN SAS, Fransa",38.94,46.73,2016-11-29
AKTRAPİD PENFİLL,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,10,"NOVO NORDİSK A/S, Danimarka",77.96,92.84,2016-11-29
AKTRAPİD PENFİLL,INSULIN HUMAN (r-DNA),100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,10,"NOVO NORDİSK PRODAKŞN SAS, Fransa",77.96,92.84,2016-11-29
AKUPAN,NEFOPAM HCL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,5,"BİOKODEKS, Fransa",5.93,7.12,2016-11-29
AKVA MARİS,ADRIATIC SEA WATER,"0,3 ml/ml",Sprey,Flakon 30 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",4.96,5.95,2016-11-29
AKVA MARİS,ADRIATIC SEA WATER,1 ml/ml,Sprey,Flakon 30 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",5.47,6.56,2016-11-29
AKVA MARİS,ADRIATIC SEA WATER,"0,3 ml/ml",Damcı,Flakon 10 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",2.61,3.13,2016-11-29
AKVA MARİS PLYUS,ADRIATIC SEA WATER,25 q,Sprey,Flakon 30 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",5.17,6.2,2016-11-29
AKVA MARİS STRONQ,ADRIATIC SEA WATER,1 ml/ml,Sprey,Flakon 30 ml,1,"SC YADRAN QALENSKİY LABORATORİY, Xorvatiya",5.09,6.11,2016-11-29
AKVADETRİM,CHOLECALCIFEROL,15000 IU/ml,Damcı,Flakon 10 ml,1,"MEDANA FARMA SC, Polşa",3.73,4.48,2016-11-29
AKVADETRİM PLUS,CHOLECALCIFEROL + RETINOL PALMITATE,(10000 + 20000) IU/ml,Damcı,Flakon 10 ml,1,"MEDANA FARMA SC, Polşa",2.55,3.06,2016-11-29
AKVANAZ,WATER FOR INJECTION,1000 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"İST-FARM MMC, Rusiya",1.46,1.75,2018-05-18
AKVANAZ,WATER FOR INJECTION,1000 mq/ml,İnyeksiya üçün məhlul,Flakon 250 ml,1,"İST-FARM MMC, Rusiya",1.52,1.82,2018-05-18
AKVANAZ,WATER FOR INJECTION,1000 mq/ml,İnyeksiya üçün məhlul,Flakon 500 ml,1,"İST-FARM MMC, Rusiya",1.65,1.98,2018-05-18
ALAKTİN,CABERGOLINE,"0,5 mq",Tablet,Flakon,2,"TEVA ÇEX İNDASTRİS SRO, Çex Respublikası",9.51,11.41,2016-11-29
ALAKTİN,CABERGOLINE,"0,5 mq",Tablet,Flakon,8,"TEVA ÇEX İNDASTRİS SRO, Çex Respublikası",34.46,41.35,2016-11-29
ALARİD,KETOTIFEN,1 mq,Tablet,Blister,100,"SQUARE PHARMACEUTICALS LTD, Banqladeş",3.67,4.4,2017-12-09
ALARİD,KETOTIFEN,"0,2 mq/ml",Şərbət,Flakon 100 ml,1,"SQUARE PHARMACEUTICALS LTD, Banqladeş",3.28,3.94,2017-12-09
ALBAKTAM,AMPICILLIN + SULBACTAM,(1000 + 500) mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"VİTROFARMA SA, Kolumbiya",1.76,2.11,2016-11-29
ALBENDA,ALBENDAZOLE,200 mq,Tablet,Blister,2,"GULF FARMASYUTİKAL İND, Birləşmiş Ərəb Əmirlikləri",2.47,2.96,2016-11-29
ALBENTOKS,ALBENDAZOLE,200 mq,Tablet,Blister,6,"TERAGEN ETEKS KO LTD, Cənubi Koreya",2.47,2.96,2016-11-29
ALBENTOKS,ALBENDAZOLE,400 mq,Tablet,Blister,6,"TERAGEN ETEKS KO LTD, Cənubi Koreya",4.93,5.92,2016-11-29
ALBİKANSAN D5,CANDIDA ALBICANS,1 ml/ml,Məhlul,Flakon 10 ml,1,"SANUM-KEHLBEK GMBH VƏ KO KG, Almaniya",14.08,16.9,2016-11-29
ALBUMİN,ALBUMIN,100 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"MİKROGEN EİB FDUM, Rusiya",51.65,61.98,2016-11-29
ALBUMİN BİOFARMA,ALBUMIN,100 mq/ml,İnyeksiya üçün məhlul,Flakon 50 ml,1,"BİOFARMA ÖSC, Ukrayna",31.01,37.21,2016-11-29
ALBUMİN BİOFARMA,ALBUMIN,100 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"BİOFARMA ÖSC, Ukrayna",53.95,64.74,2016-11-29
ALBUMİN BİOFARMA,ALBUMIN,200 mq/ml,İnyeksiya üçün məhlul,Flakon 50 ml,1,"BİOFARMA ÖSC, Ukrayna",47.85,57.42,2016-11-29
ALBUMİN BİOFARMA,ALBUMIN,200 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"BİOFARMA ÖSC, Ukrayna",77.49,92.31,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA PRODUKTİONS GESELLSCHAFT MBH, Almaniya",64.95,77.94,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",64.95,77.94,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA SAS, Fransa",59.63,71.56,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA AB, İsveç",59.63,71.56,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 250 ml,1,"OKTAFARMA PRODUKTİONS GESELLSCHAFT MBH, Almaniya",114.08,133.66,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 250 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",114.08,133.66,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 250 ml,1,"OKTAFARMA SAS, Fransa",104.14,122.42,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 250 ml,1,"OKTAFARMA AB, İsveç",104.14,122.42,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 500 ml,1,"OKTAFARMA PRODUKTİONS GESELLSCHAFT MBH, Almaniya",205.62,235.61,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 500 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",205.62,235.61,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 500 ml,1,"OKTAFARMA SAS, Fransa",187.78,215.81,2016-11-29
ALBUNORM,ALBUMIN,50 mq/ml,İnfuziya üçün məhlul,Flakon 500 ml,1,"OKTAFARMA AB, İsveç",187.78,215.81,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA PRODUKTİONS GESELLSCHAFT MBH, Almaniya",64.14,76.97,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",64.14,76.97,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA SAS, Fransa",53.18,63.82,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 50 ml,1,"OKTAFARMA AB, İsveç",53.18,63.82,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA PRODUKTİONS GESELLSCHAFT MBH, Almaniya",96.93,114.28,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA FARMASEVTİKA PRODUKTİONS GES MBH, Avstriya",96.93,114.28,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA SAS, Fransa",96.93,114.28,2016-11-29
ALBUNORM,ALBUMIN,200 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"OKTAFARMA AB, İsveç",96.93,114.28,2016-11-29
ALBUREL,ALBUMIN,200 mq/ml,İnyeksiya üçün məhlul,Flakon 50 ml,1,"RELİANS LAYF SAYNS PVT LTD, Hindistan",47.85,57.42,2016-11-29
ALBUREL,ALBUMIN,200 mq/ml,İnyeksiya üçün məhlul,Flakon 100 ml,1,"RELİANS LAYF SAYNS PVT LTD, Hindistan",77.49,92.31,2016-11-29
ALÇEBA,MEMANTINE HCL,10 mq,Tablet,Blister,30,"MERKEZ LABORATUARI İLAÇ SAN VE TİC AŞ, Türkiyə",25.66,30.79,2016-11-29
ALÇEBA,MEMANTINE HCL,10 mq,Tablet,Blister,100,"MERKEZ LABORATUARI İLAÇ SAN VE TİC AŞ, Türkiyə",58.96,70.75,2016-11-29
ALÇEBA,MEMANTINE HCL,10 mq/q,Damcı,Flakon 100 q,1,"MERKEZ LABORATUARI İLAÇ SAN VE TİC AŞ, Türkiyə",72.35,86.5,2016-11-29
ALDARA,IMIQUIMOD,50 mq/q,Krem,Paket 250 mq,12,"3M HELSKEA LTD, Birləşmiş Krallıq",99.84,117.56,2016-11-29
ALDEGİN,DEXKETOPROFEN,25 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,6,"DEVA HOLDİNQ AŞ, Türkiyə",6.4,7.68,2018-05-18
ALDEGİN,DEXKETOPROFEN,"12,5 mq/q",Gel,Tub 60 q,1,"DEVA HOLDİNQ AŞ, Türkiyə",4.8,5.76,2018-05-18
ALDES,DESLORATADINE,5 mq,Tablet,Blister,20,"FARMAKTİV İLAÇ SAN VE TİC AŞ, Türkiyə",4.56,5.47,2018-05-18
ALDES,DESLORATADINE,"0,5 mq/ml",Şərbət,Flakon 150 ml,1,"FARMAKTİV İLAÇ SAN VE TİC AŞ, Türkiyə",6.02,7.22,2017-12-09
ALDOKET,KETOROLAC TROMETAMOL,30 mq/ml,İnyeksiya üçün məhlul,Flakon 1 ml,3,"DOPPEL FARMASYUTİÇİ SRL, İtaliya",4.05,4.86,2016-11-29
ALEKSAN,CYTARABINE,20 mq/ml,İnyeksiya və infuziya üçün məhlul,Flakon 5 ml,1,"EBEVE FARMA GMBH NFG KG, Avstriya",6.23,7.48,2016-11-29
ALEKSAN,CYTARABINE,50 mq/ml,İnyeksiya və infuziya üçün məhlul,Flakon 10 ml,1,"EBEVE FARMA GMBH NFG KG, Avstriya",23,27.6,2016-11-29
ALEKSAN,CYTARABINE,50 mq/ml,İnyeksiya və infuziya üçün məhlul,Flakon 20 ml,1,"EBEVE FARMA GMBH NFG KG, Avstriya",43.98,52.78,2016-11-29
A-LENS,KETOROLAC TROMETHAMINE,10 mq,Tablet,Blister,20,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",1.37,1.64,2016-11-29
ALER-G,CETIRIZINE,10 mq,Tablet,Blister,20,"GM FARMASYUTİKALS LTD, Gürcüstan",2.4,2.88,2016-11-29
ALERKSEM,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,"Flakon 120 doza
(10 ml)",1,"KLEVA SA, Yunanıstan",10.09,12.11,2016-11-29
ALERMED,LEVOCETIRIZINE,5 mq,Tablet,Blister,28,"ƏCZAÇILIQ MÜƏSSİSƏSİ ADAMED FARMA SC, Polşa",5.72,6.86,2016-11-29
ALFA NORMİKS,RIFAXIMIN,200 mq,Tablet,Blister,12,"ALFA VASSERMAN SPA, İtaliya",12.87,15.44,2016-11-29
ALFA TOKOFEROL,VITAMIN E,100 mq/ml,Yağ,Flakon 50 ml,1,"MARBİOFARM ASC, Rusiya",3.9,4.68,2016-11-29
ALFA TOKOFEROL ASETAT,VITAMIN E,100 mq,Kapsul,Blister,10,"MARBİOFARM ASC, Rusiya",0.89,1.07,2016-11-29
ALFA TOKOFEROL ASETAT,VITAMIN E,100 mq,Kapsul,Blister,1500,"MARBİOFARM ASC, Rusiya",135.92,158.24,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",1,"BEMA FARMA GMBH, Almaniya",5.72,6.86,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",1,"KUPER SA, Yunanıstan",5.29,6.35,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",3,"BEMA FARMA GMBH, Almaniya",16.91,20.29,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",3,"KUPER SA, Yunanıstan",15.63,18.76,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",6,"BEMA FARMA GMBH, Almaniya",28.77,34.52,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,"Flakon 2,5 ml",6,"KUPER SA, Yunanıstan",26.38,31.66,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,1,"BEMA FARMA GMBH, Almaniya",9.71,11.65,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,1,"KUPER SA, Yunanıstan",8.56,10.27,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,3,"BEMA FARMA GMBH, Almaniya",27.78,33.34,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,3,"KUPER SA, Yunanıstan",23.92,28.7,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,6,"BEMA FARMA GMBH, Almaniya",54.41,65.29,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 5 ml,6,"KUPER SA, Yunanıstan",46.98,56.38,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,1,"BEMA FARMA GMBH, Almaniya",18.82,22.58,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,1,"KUPER SA, Yunanıstan",16.39,19.67,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,3,"BEMA FARMA GMBH, Almaniya",54.41,65.29,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,3,"KUPER SA, Yunanıstan",46.98,56.38,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,6,"BEMA FARMA GMBH, Almaniya",105.56,124.03,2016-11-29
ALFAM,BRIMONIDINE TARTRATE,2 mq/ml,Damcı,Flakon 10 ml,6,"KUPER SA, Yunanıstan",91.49,108.13,2016-11-29
ALFAMAKSİN,CEFTRIAXONE,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"FAKTA FARMASYUTİÇİ SPA, İtaliya",4.59,5.51,2016-11-29
ALFARON,INTERFERON ALFA-2B,3 MIU,İnyeksiya məhlulu üçün liofilizat,Flakon,5,"FARMAKLON ASC, Rusiya",29.97,35.96,2016-11-29
ALFATEKS,THIOCTIC (ALFA-LIPOIC) ACID,25 mq/ml,İnfuziya məhlulu üçün konsentrat,Ampul 12 ml,5,"FARMFİRMA SOTEKS QSC, Rusiya",13.37,16.04,2018-05-18
ALFATEKS,THIOCTIC (ALFA-LIPOIC) ACID,25 mq/ml,İnfuziya məhlulu üçün konsentrat,Ampul 24 ml,5,"FARMFİRMA SOTEKS QSC, Rusiya",24.03,28.84,2018-05-18
ALFA-TOKOFEROL ASETAT (VİTAMİN E),VITAMIN E ACETATE,100 mq/ml,Məhlul,Flakon 20 ml,1,"TEXNOLOQ ÖSC, Ukrayna",1.5,1.8,2016-11-29
ALFA-TOKOFEROL ASETAT (VİTAMİN E),VITAMIN E ACETATE,300 mq/ml,Məhlul,Flakon 20 ml,1,"TEXNOLOQ ÖSC, Ukrayna",2.4,2.88,2016-11-29
ALFAXOLİN,CITICOLINE,125 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,5,"KOREYA YUNAYTED FARM İNK, Cənubi Koreya",2.78,3.34,2016-11-29
ALFAXOLİN,CITICOLINE,250 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,5,"KOREYA YUNAYTED FARM İNK, Cənubi Koreya",6.92,8.3,2016-11-29
ALFAXOLİN,CITICOLINE,250 mq/ml,İnyeksiya üçün məhlul,Ampul 4 ml,5,"KOREYA YUNAYTED FARM İNK, Cənubi Koreya",13.69,16.43,2016-11-29
ALFLUTOP,SEA FISH BIOACTIVE CONCENTRATE,10 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,10,"BİOTEXNOS SA / SC ZENTİVA SA, Rumıniya",45.83,55,2018-07-31
ALFLUTOP,SEA FISH BIOACTIVE CONCENTRATE,10 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,5,"BİOTEXNOS SA / SC ZENTİVA SA, Rumıniya",25.98,31.18,2016-11-29
ALFLUTOP,SEA FISH BIOACTIVE CONCENTRATE,10 mq/ml,İnyeksiya üçün məhlul,Şpris 2 ml,5,"BİOTEXNOS SA / SC ZENTİVA SA, Rumıniya",25.98,31.18,2016-11-29
ALGİKEY 3%,KETOROLAC TROMETHAMINE,30 mq/ml,İnyeksiya üçün məhlul,Ampul 1 ml,6,"SERRA PAMİES, İspaniya",5.79,6.95,2016-11-29
ALİFRANQ,FRANGULA + ALOE,(42 + 35) mq,Draje,Blister,20,"POZNAN BİTKİ MƏHSULLARI ŞİRKƏTİ HERBAPOL SC, Polşa",6.98,8.38,2016-11-29
ALİMTA,PEMETREXED,100 mq,İnfuziya məhlulu üçün liofilizat,Flakon,1,"ELAY LİLLİ VƏ KOMPANİ, Amerika Birləşmiş Ştatları",406.24,458.3,2016-11-29
ALİMTA,PEMETREXED,100 mq,İnfuziya məhlulu üçün liofilizat,Flakon,1,"LİLLİ FRANSA SAS, Fransa",406.24,458.3,2016-11-29
ALİMTA,PEMETREXED,500 mq,İnfuziya məhlulu üçün liofilizat,Flakon,1,"ELAY LİLLİ VƏ KOMPANİ, Amerika Birləşmiş Ştatları",943.47,1054.62,2016-11-29
ALİMTA,PEMETREXED,500 mq,İnfuziya məhlulu üçün liofilizat,Flakon,1,"LİLLİ FRANSA SAS, Fransa",943.47,1054.62,2016-11-29
ALİS,PREGABALIN,75 mq,Kapsul,Blister,14,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",6.29,7.55,2017-05-24
ALİS,PREGABALIN,75 mq,Kapsul,Blister,28,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",11.77,14.12,2017-05-24
ALİS,PREGABALIN,150 mq,Kapsul,Blister,28,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",20.37,24.44,2017-05-24
ALİS,PREGABALIN,150 mq,Kapsul,Blister,56,"ABDİ İBRAHİM İLAÇ SAN VE TİC AŞ, Türkiyə",33.55,40.26,2017-05-24
ALKAİN,PROPARACAINE HCL,5 mq/ml,Göz üçün damcı,Flakon 15 ml,1,"ALKON-KUVRE NV, Belçika",6.59,7.91,2017-07-15
ALKA-ZELTSER,ACETYLSALICYLIC ACID + CITRIC ACID ANHYDROUS + SODIUM HYDROCARBONATE,(324 + 965 + 1625) mq,Fışıldayan tablet,Blister,10,"BAYER BİTTERFELD GMBH, Almaniya",4.22,5.06,2016-11-29
ALLEDERMİN GEL,DEXPANTHENOL + LIDOCAINE + MEPYRAMINE MALEATE,(50 + 15 + 15) mq,Gel,Tub 30 q,1,"BİLİM İLAÇ SAN VE TİC AŞ, Türkiyə",5.05,6.06,2018-05-18
ALLEQRO,FLUTICASONE PROPIONATE,50 mkq/doza,Sprey,"Flakon 120 doza
(15 ml)",1,"TRİMA İSRAİL FARMASEUTİKAL PRODUKTS MAABAROT MMC, İsrail",10.09,12.11,2016-11-29
ALLERİN 1A,CETIRIZINE DIHYDROCHLORIDE,10 mq,Tablet,Blister,7,"SALUTAS FARMA GMBH, Almaniya",1.4,1.68,2016-11-29
ALLERİN 1A,CETIRIZINE DIHYDROCHLORIDE,10 mq,Tablet,Blister,7,"SANDOZ İLAÇ SAN VE TİC AŞ, Türkiyə",1.27,1.52,2016-11-29
ALLERİN 1A,CETIRIZINE DIHYDROCHLORIDE,10 mq/ml,Damcı,Flakon 10 ml,1,"SALUTAS FARMA GMBH / LİXTENHELDT GMBH, Almaniya",3.92,4.7,2016-11-29
ALLERİN 1A,CETIRIZINE DIHYDROCHLORIDE,10 mq/ml,Damcı,Flakon 20 ml,1,"SALUTAS FARMA GMBH / LİXTENHELDT GMBH, Almaniya",7.63,9.16,2016-11-29
ALLERKAPS,CETIRIZINE DIHYDROCHLORIDE,10 mq,Kapsul,Blister,10,"MİNSKİNTERKAPS UM, Belarus",1.35,1.62,2016-11-29
ALLERKAPS,CETIRIZINE DIHYDROCHLORIDE,10 mq,Kapsul,Blister,20,"MİNSKİNTERKAPS UM, Belarus",2.68,3.22,2016-11-29
ALLERMONT,MONTELUKAST,4 mq,Tablet,Blister,28,"LABORATORİOS NORMON SA, İspaniya",7.25,8.7,2018-05-18
ALLERMONT,MONTELUKAST,5 mq,Tablet,Blister,28,"LABORATORİOS NORMON SA, İspaniya",7.69,9.23,2018-05-18
ALLERMONT,MONTELUKAST,10 mq,Tablet,Blister,28,"LABORATORİOS NORMON SA, İspaniya",11.43,13.72,2016-11-29
ALLEROL,CETIRIZINE DIHYDROCHLORIDE,10 mq,Tablet,Blister,10,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",1.8,2.16,2016-11-29
ALLERQODİL,AZELASTINE HCL,"0,5 mq/ml",Göz üçün damcı,Flakon 6 ml,1,"MEDA FARMA GMBH VƏ KO KG, Almaniya",9.2,11.04,2016-11-29
ALLERQODİL,AZELASTINE HCL,"0,5 mq/ml",Göz üçün damcı,Flakon 6 ml,1,"TUBİLYUKS FARMA SPA, İtaliya",9.2,11.04,2016-11-29
ALLERQODİL,AZELASTINE HCL,1 mq/ml,Burun üçün sprey,Flakon 10 ml,1,"MEDA MANUFAKTURİNQ GMBH / MEDA FARMA GMBH VƏ KO KG,
Almaniya",8.25,9.9,2016-11-29
ALLERQOSTOP,DESLORATADINE,5 mq,Tablet,Blister,10,"FİTOFARM ÖSC, Ukrayna",1.62,1.94,2016-11-29
ALLERQOSTOP,DESLORATADINE,5 mq,Tablet,Blister,20,"FİTOFARM ÖSC, Ukrayna",3.23,3.88,2016-11-29
ALLERQOZAN,CHLOROPYRAMINE HCL,10 mq/q,Krem,Tub 18 q,1,"SOFARMA ASC, Bolqarıstan",3.8,4.56,2017-07-15
ALLERQOZAN,CHLOROPYRAMINE HCL,10 mq/q,Məlhəm,Tub 18 q,1,"SOFARMA ASC, Bolqarıstan",4.33,5.2,2017-07-15
ALLOPURİNOL,ALLOPURINOL,100 mq,Tablet,Blister,50,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",2.66,3.19,2016-11-29
ALLOPURİNOL-EGİS,ALLOPURINOL,100 mq,Tablet,Flakon,50,"EGİS FARMASYUTİKALS PLC, Macarıstan",3.32,3.98,2016-11-29
ALLOPURİNOL-EGİS,ALLOPURINOL,300 mq,Tablet,Flakon,30,"EGİS FARMASYUTİKALS PLC, Macarıstan",3.87,4.64,2016-11-29
ALLOXOL,BILE + ALLIUM SATIVUM + URTICA + ACTIVATED CHARCOAL,(80 + 40 + 5 + 25) mq,Tablet,Blister,10,"İRBİT KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ ASC, Rusiya",0.2,0.24,2016-11-29
